Referencia;Peso(Kg/m);d(mm);bf(mm);tw(mm);tf(mm);r(mm);dint(mm);T(mm);A(cm2);Apint(m2/m); Amasa(m2/t);Ixx(cm4);Sx(cm3);Zx(cm3);rx(cm);Av(cm2);Iyy(cm4);Sy(cm3);Zy(cm3);ry(cm);Ss(cm);J(cm4);Cw(cm6)
UB1100x400x499;499;1118;405;26;45;30;1028;968;635.2;3.752;7.474;1305020;23340;26810;45.1;313.7;50000;2469;3879;8.8;15.1;3253;143400000
UB1100x400x433;433;1108;402;22;40;30;1028;968;551.2;3.728;8.549;1136540;20510;23370;45.2;266.6;43420;2160;3370;8.8;13.7;2229;123500000
UB1100x400x390;390;1100;400;20;36;30;1028;968;497;3.708;9.422;1016360;18470;20990;45;242.1;38490;1924;2995;8.7;12.7;1649;108680000
UB1100x400x343;343;1090;400;18;31;30;1028;968;436.5;3.692;10.67;878350;16110;18270;44.6;216.9;33130;1656;2575;8.6;11.5;1104;92700000
UB1016x305x584;584;1056;314;36;64;30;928;868;743.7;3.244;5.556;1246070;23590;28030;40.9;403.2;33430;2129;3474;6.7;19.9;7153;81240000
UB1016x305x494;494;1036;309;31;54;30;928;868;629.1;3.194;6.467;1027950;19840;23410;40.4;344.5;26820;1736;2818;6.5;17.4;4395;64010000
UB1016x305x438;438;1026;305;26.9;49;30;928;868;556.3;3.167;7.253;909170;17720;20740;40.4;299.9;23350;1531;2462;6.4;16;3181;55290000
UB1016x305x415;415;1020;304;26;46;30;928;868;528.7;3.152;7.595;853120;16720;19570;40.1;288.5;21700;1428;2297;6.4;15.3;2703;51080000
UB1016x305x393;393;1016;303;24.4;43.9;30;928;868;500.2;3.144;8.006;807680;15890;18530;40.1;271.2;20490;1352;2167;6.4;14.7;2329;48080000
UB1016x305x350;350;1008;302;21.1;40;30;928;868;445.1;3.13;8.957;722960;14340;16580;40.3;235.9;18460;1222;1940;6.4;13.6;1718;43010000
UB1016x305x314;314;1000;300;19.1;35.9;30;928;868;400.4;3.11;9.894;644210;12880;14850;40.1;213.4;16230;1082;1712;6.3;12.6;1263;37530000
UB1016x305x272;272;990;300;16.5;31;30;928;868;346.8;3.095;11.37;553840;11180;12820;39.9;184.5;14000;933.6;1469;6.3;11.3;834.8;32070000
UB1016x305x249;249;980;300;16.5;26;30;928;868;316.8;3.075;12.36;481070;9817;11340;38.9;180.7;11750;783.6;1244;6;10.3;581.9;26620000
UB1016x305x222;222;970;300;16;21.1;30;928;868;282.8;3.056;13.77;407660;8405;9803;37.9;172.2;9545;636.3;1020;5.8;9.3;390;21370000
UB1000x400x976;976;1108;428;50;89.9;30;928;868;1241.4;3.776;3.875;2348680;42390;50290;43.4;570.7;118520;5538;8838;9.7;26.4;24410;304410000
UB1000x400x883;883;1092;424;45.5;82;30;928;868;1125.3;3.737;4.23;2096410;38390;45260;43.1;516.4;104970;4951;7873;9.6;24.4;18510;265670000
UB1000x400x748;748;1068;417;39;70;30;928;868;953.4;3.674;4.909;1731940;32430;37880;42.6;438.9;85110;4082;6459;9.4;21.4;11550;210640000
UB1000x400x642;642;1048;412;34;60;30;928;868;817.6;3.624;5.646;1450580;27680;32090;42.1;379.6;70280;3411;5378;9.2;18.9;7381;170660000
UB1000x400x591;591;1040;409;31;55.9;30;928;868;752.7;3.602;6.096;1331030;25590;29520;42;346.3;64010;3130;4915;9.2;17.7;5895;154320000
UB1000x400x554;554;1032;408;29.5;52;30;928;868;705.8;3.585;6.47;1232370;23880;27490;41.7;328;59090;2896;4546;9.1;16.8;4834;141320000
UB1000x400x539;539;1030;407;28.4;51.1;30;928;868;687.2;3.58;6.637;1202530;23350;26820;41.8;316.3;57630;2832;4435;9.1;16.5;4529;137550000
UB1000x400x483;483;1020;404;25.4;46;30;928;868;615.1;3.554;7.36;1067480;20930;23920;41.6;282.7;50710;2510;3918;9;15.2;3306;119890000
UB1000x400x443;443;1012;402;23.6;41.9;30;928;868;563.7;3.533;7.985;966510;19100;21770;41.4;261.8;45490;2263;3529;8.9;14.2;2543;106730000
UB1000x400x412;412;1008;402;21.1;40;30;928;868;525.1;3.53;8.563;910470;18060;20460;41.6;235.9;43400;2159;3348;9;13.6;2144;101450000
UB1000x400x371;371;1000;400;19;36.1;30;928;868;472.8;3.51;9.457;813730;16270;18360;41.4;212.5;38580;1929;2984;9;12.6;1588;89440000
UB1000x400x321;321;990;400;16.5;31;30;928;868;408.8;3.495;10.89;696440;14060;15790;41.2;184.5;33120;1656;2554;9;11.3;1033;76020000
UB1000x400x296;296;982;400;16.5;27.1;30;928;868;377.6;3.479;11.74;620310;12630;14250;40.5;181.5;28960;1448;2242;8.7;10.5;763.6;65890000
UB920x420x1377;1377;1093;473;76.7;115.1;25;862.8;812.8;1753.7;3.882;2.816;3035400;55540;67740;41.5;812.9;206350;8725;14160;10.8;33.6;60450;485320000
UB920x420x1269;1269;1093;461;64;115.1;25;862.8;812.8;1616.5;3.859;3.037;2901080;53080;64020;42.3;688.7;189900;8238;13130;10.8;32.3;52120;449320000
UB920x420x1194;1194;1081;457;60.5;109;25;862.8;812.8;1521.5;3.826;3.199;2696760;49890;59910;42;647.9;175050;7660;12190;10.7;30.7;44110;409540000
UB920x420x1077;1077;1061;451;55;99.1;25;862.8;812.8;1371.5;3.773;3.499;2379090;44840;53450;41.6;583.9;152760;6774;10740;10.5;28.2;33050;350470000
UB920x420x970;970;1043;446;50;89.9;25;862.8;812.8;1236.6;3.727;3.832;2104260;40350;47750;41.2;526.8;133870;6003;9497;10.3;25.9;24680;301870000
UB920x420x787;787;1011;437;40.9;73.9;25;862.8;812.8;1002;3.645;4.623;1649860;32630;38110;40.5;425.5;103310;4728;7431;10.1;21.7;13650;225650000
UB920x420x725;725;999;434;38.1;68.1;25;862.8;812.8;922.9;3.615;4.977;1496530;29960;34830;40.2;394;93210;4295;6739;10;20.3;10750;201000000
UB920x420x656;656;987;431;34.5;62;25;862.8;812.8;835.3;3.586;5.454;1339430;27140;31360;39.9;355.4;83050;3854;6027;9.9;18.7;8098;176960000
UB920x420x588;588;975;427;31;55.9;25;862.8;812.8;748.1;3.553;6.032;1185310;24310;27940;39.7;318.2;72770;3408;5314;9.8;17.2;5923;153180000
UB920x420x537;537;965;425;28.4;51.1;25;862.8;812.8;682.5;3.53;6.567;1069610;22160;25360;39.5;290.4;65560;3085;4799;9.7;15.9;4542;136510000
UB920x420x491;491;957;422;25.9;47;25;862.8;812.8;623.3;3.507;7.142;970410;20280;23090;39.3;264.5;59010;2796;4339;9.7;14.9;3520;121870000
UB920x420x449;449;948;423;24;42.7;25;862.8;812.8;571.4;3.497;7.766;878790;18540;21040;39.1;243.9;53980;2552;3953;9.7;13.8;2692;110360000
UB920x420x420;420;943;422;22.5;39.9;25;862.8;812.8;534.1;3.486;8.28;817410;17330;19620;39;228.5;50070;2373;3671;9.6;13.1;2208;101890000
UB920x420x390;390;936;420;21.3;36.6;25;862.8;812.8;494.3;3.466;8.891;745810;15930;18010;38.7;215.2;45270;2156;3334;9.5;12.3;1741;91390000
UB920x420x368;368;931;419;20.3;34.3;25;862.8;812.8;465.6;3.454;9.404;696290;14950;16880;38.5;204.5;42120;2010;3108;9.4;11.8;1452;84530000
UB920x420x344;344;927;418;19.3;32;25;862.8;812.8;437.2;3.444;9.984;649060;14000;15790;38.4;194.1;39010;1866;2884;9.4;11.2;1198;78000000
UB914x305x576;576;993;322;36.1;65;20;862.8;822.8;733.2;3.167;5.5;1102320;22200;26290;38.7;364.4;36520;2268;3658;7;18.9;7153;77860000
UB914x305x521;521;981;319;33;58.9;20;862.8;822.8;663.7;3.138;6.02;983010;20040;23610;38.4;331.2;32140;2015;3239;6.9;17.4;5358;67730000
UB914x305x474;474;971;316;30;54.1;20;862.8;822.8;603.9;3.112;6.561;886280;18250;21400;38.3;300.1;28650;1813;2901;6.8;16.1;4118;59790000
UB914x305x425;425;961;313;26.9;49;20;862.8;822.8;542;3.086;7.249;788770;16410;19140;38.1;268.3;25190;1609;2562;6.8;14.8;3040;52070000
UB914x305x381;381;951;310;24.4;43.9;20;862.8;822.8;485.9;3.059;8.014;697370;14660;17030;37.8;242.3;21910;1413;2243;6.7;13.5;2206;44830000
UB914x305x345;345;943;308;22.1;39.9;20;862.8;822.8;439.7;3.039;8.799;626190;13280;15360;37.7;218.9;19510;1267;2003;6.6;12.5;1656;39610000
UB914x305x313;313;932;309;21.1;34.5;20;862.8;822.8;398.4;3.023;9.658;548840;11770;13640;37.1;206.6;17040;1102;1748;6.5;11.3;1167;34160000
UB914x305x289;289;926.6;307.7;19.5;32;20;862.8;822.8;368.3;3.011;10.41;504730;10890;12580;37;190.6;15590;1013;1601;6.5;10.6;931.5;31080000
UB914x305x271;271;923;307;18.4;30;20;862.8;822.8;346.1;3.003;11.04;472170;10230;11790;36.9;179.7;14510;945.8;1491;6.4;10.1;774.3;28840000
UB914x305x253;253;918.4;305.5;17.3;27.9;20;862.8;822.8;322.8;2.99;11.79;436840;9513;10950;36.7;168.6;13300;870.8;1371;6.4;9.6;629.9;26280000
UB914x305x238;238;915;305;16.5;25.9;20;862.8;822.8;303.5;2.983;12.51;407010;8896;10240;36.5;160.4;12280;805.6;1267;6.3;9.1;518.3;24200000
UB914x305x224;224;910.4;304.1;15.9;23.9;20;862.8;822.8;285.6;2.971;13.24;376950;8281;9547;36.3;153.9;11230;739;1163;6.2;8.7;425.5;22000000
UB914x305x201;201;903;303.3;15.1;20.2;20;862.8;822.8;255.9;2.955;14.69;325790;7215;8364;35.6;144.8;9423;621.3;982.4;6;7.8;293.9;18300000
UB840x400x576;576;913;411;32;57.9;20;797.1;757.1;734.4756;3.372;5.848;1011770;22160;25560;37.1;300.2;67220;3271;5101;9.5;17.1;6167;122460000
UB840x400x527;527;903;409;29.5;53.1;20;797.1;757.1;672.8476;3.349;6.341;915080;20260;23270;36.8;275.3;60730;2969;4621;9.5;15.9;4777;109340000
UB840x400x473;473;893;406;26.4;48;20;797.1;757.1;603.6016;3.323;7.013;813200;18210;20790;36.7;245.7;53670;2643;4100;9.4;14.5;3511;95560000
UB840x400x433;433;885;404;24.4;43.9;20;797.1;757.1;552.6624;3.303;7.613;736270;16630;18920;36.4;226.2;48350;2393;3706;9.3;13.5;2704;85320000
UB840x400x392;392;877;401;22.1;39.9;20;797.1;757.1;499.6128;3.279;8.361;659650;15040;17040;36.3;204.3;42960;2142;3310;9.2;12.5;2026;75110000
UB840x400x359;359;868;403;21.1;35.6;20;797.1;757.1;458.4944;3.271;9.088;591620;13630;15420;35.9;193.3;38900;1930;2984;9.2;11.5;1510;67260000
UB840x400x329;329;862;401;19.7;32.4;20;797.1;757.1;420.33;3.254;9.862;535820;12430;14040;35.7;179.8;34870;1739;2687;9.1;10.7;1159;59910000
UB840x400x299;299;856;400;18.2;29.2;20;797.1;757.1;382.1968;3.241;10.8;481680;11250;12680;35.5;165.5;31190;1559;2406;9;10;866.2;53220000
UB838x292x251;251;859;292;17;31;20;797.3;757.3;320;2.818;11.22;387490;9021;10320;34.8;156.5;12900;883.7;1383;6.3;10.2;745.5;22040000
UB838x292x226;226;850.9;293.8;16.1;26.8;20;797.3;757.3;288.6;2.81;12.37;340800;8010;9182;34.3;146.8;11360;773.3;1212;6.2;9.3;522.3;19230000
UB838x292x210;210;846;293;15.4;24.4;20;797.3;757.1;269;2.799;13.25;311710;7369;8455;34;139.7;10250;700.2;1098;6.1;8.7;412.7;17260000
UB838x292x194;194;840.7;292.4;14.7;21.7;20;797.3;757.3;246.8;2.787;14.34;280270;6667;7668;33.6;132.5;9067;620.2;974.7;6;8.1;312.2;15160000
UB838x292x176;176;834.9;291.7;14;18.8;20;797.3;757.3;224;2.774;15.72;247110;5919;6835;33.1;125.2;7800;534.8;842.8;5.8;7.5;226.7;12940000
UB762x267x220;220;779;266;16.5;30;20;719;679;280.7;2.555;11.56;279390;7173;8231;31.4;139;9443;710;1114;5.7;9.9;620.5;13190000
UB762x267x197;197;769.8;268;15.6;25.4;20;719;679;250.6;2.546;12.88;241320;6269;7205;30.9;129.7;8177;610.2;960.1;5.6;8.9;416.5;11280000
UB762x267x185;185;766;267;14.9;23.6;20;719;679.1;237;2.536;13.66;224140;5852;6724;30.7;123.4;7511;562.6;885.1;5.6;8.5;343.3;10310000
UB762x267x173;173;762.2;266.7;14.3;21.6;20;719;679;220.4;2.528;14.54;206650;5422;6236;30.5;117.9;6851;513.8;808.9;5.5;8;276.8;9364000
UB762x267x161;161;758;266;13.8;19.3;20;719;679.1;205;2.518;15.62;187250;4940;5699;30.1;113;6074;456.7;720.9;5.4;7.5;215.1;8258000
UB762x267x147;147;754;265.2;12.8;17.5;20;719;679;187.2;2.509;16.98;169870;4505;5194;30;104.7;5457;411.5;648.5;5.3;7.1;166.1;7377000
UB762x267x134;134;750;264.4;12;15.5;20;719;679;170.6;2.499;18.54;152060;4054;4682;29.7;97.77;4789;362.2;571.2;5.2;6.6;125;6440000
UB760x380x582;582;843;396;34.5;62;20;719.1;679.1;742.5286;3.167;5.433;861550;20440;23750;34;297.6;64430;3254;5082;9.3;18.1;7219;97850000
UB760x380x531;531;833;393;31.5;56.9;20;719.1;679.1;677.2156;3.141;5.908;776640;18640;21550;33.8;270.6;57760;2939;4579;9.2;16.8;5563;86670000
UB760x380x484;484;823;390;29;52.1;20;719.1;679.1;618.2656;3.114;6.416;698760;16980;19530;33.6;247.8;51660;2649;4119;9.1;15.6;4279;76520000
UB760x380x434;434;813;387;25.9;47;20;719.1;679.1;553.4346;3.088;7.108;618840;15220;17400;33.4;220.6;45510;2352;3646;9;14.3;3127;66600000
UB760x380x389;389;803;385;23.6;41.9;20;719.1;679.1;495.7948;3.064;7.873;545190;13570;15450;33.1;199.8;39930;2074;3211;8.9;13;2247;57710000
UB760x380x350;350;795;382;21.1;38.1;20;719.1;679.1;446.1844;3.041;8.682;486880;12240;13860;33;178.3;35460;1856;2865;8.9;12;1675;50690000
UB760x380x314;314;786;384;19.7;33.4;20;719.1;679.1;401.628;3.034;9.623;428860;10910;12320;32.6;165;31570;1644;2537;8.8;10.9;1182;44630000
UB760x380x284;284;780;382;18;30.1;20;719.1;679.1;362.9616;3.018;10.59;383750;9839;11070;32.5;150.4;28000;1466;2259;8.7;10.1;875;39310000
UB760x380x257;257;772;381;16.6;27.1;20;719.1;679.1;329.0904;3;11.61;342050;8861;9951;32.2;137.9;25010;1313;2020;8.7;9.4;651.1;34650000
UB690x360x802;802;826;387;50;89.9;20;645.9;605.9;1022.3596;3.066;3.82;1063170;25740;30930;32.2;407.4;87540;4524;7146;9.2;25.3;20610;117630000
UB690x360x548;548;772;372;35.1;63;20;645.9;605.9;698.8996;2.927;5.335;672930;17430;20380;31;277.4;54300;2919;4565;8.8;18.4;7065;67920000
UB690x360x500;500;762;369;32;57.9;20;645.9;605.9;637.5196;2.902;5.799;606230;15910;18490;30.8;251.9;48670;2638;4114;8.7;17.1;5459;60090000
UB690x360x457;457;752;367;29.5;53.1;20;645.9;605.9;583.6986;2.879;6.283;546550;14530;16800;30.6;230.8;43890;2392;3723;8.6;15.9;4228;53420000
UB690x360x419;419;744;364;26.9;49;20;645.9;605.9;533.9276;2.856;6.814;495390;13310;15310;30.4;209.9;39500;2170;3369;8.6;14.8;3299;47560000
UB690x360x384;384;736;362;24.9;45;20;645.9;605.9;490.0876;2.836;7.372;448880;12190;13960;30.2;193.4;35670;1970;3054;8.5;13.8;2569;42470000
UB690x360x350;350;728;360;23.1;40.9;20;645.9;605.9;447.1858;2.815;8.019;403400;11080;12630;30;178.5;31870;1771;2742;8.4;12.8;1953;37530000
UB690x360x323;323;722;359;21.1;38.1;20;645.9;605.9;413.2554;2.803;8.64;371040;10270;11660;29.9;162.9;29430;1640;2532;8.4;12;1567;34350000
UB690x360x289;289;714;356;19;34;20;645.9;605.9;368.2536;2.78;9.617;326240;9138;10320;29.7;146.2;25610;1438;2217;8.3;11;1120;29550000
UB690x360x265;265;706;358;18.4;30.2;20;645.9;605.9;338.456;2.773;10.44;291790;8266;9333;29.3;139.8;23130;1292;1994;8.2;10.2;833.7;26360000
UB690x360x240;240;701;356;16.8;27.4;20;645.9;605.9;307.0832;2.758;11.44;262680;7494;8433;29.2;127.5;20630;1159;1786;8.1;9.5;627.2;23370000
UB690x360x217;217;695;355;15.4;24.8;20;645.9;605.9;278.9052;2.745;12.54;235790;6785;7613;29;116.5;18510;1043;1605;8.1;8.8;471.5;20760000
UB686x254x192;192;702;254;15.5;27.9;20;645.5;605.5;245;2.355;12.23;199440;5682;6504;28.5;119;7645;602;943;5.5;9.4;479.7;8656000
UB686x254x170;170;692.9;255.8;14.5;23.7;20;645.5;605.5;216.8;2.346;13.69;171780;4958;5676;28;109.9;6633;518.6;813.3;5.5;8.5;321.6;7402000
UB686x254x152;152;687.5;254.5;13.2;21;20;645.5;605.5;194.1;2.332;15.19;151810;4416;5046;27.8;99.81;5786;454.7;712;5.4;7.8;231.2;6407000
UB686x254x140;140;683.5;253.7;12.4;19;20;645.5;605.5;178.4;2.323;16.45;137720;4029;4604;27.6;93.43;5185;408.7;639.9;5.3;7.3;178.7;5708000
UB686x254x125;125;677.9;253;11.7;16.2;20;645.5;605.5;159.5;2.31;18.29;119440;3524;4040;27.2;87.33;4385;346.6;544.1;5.2;6.7;124.3;4786000
UB610x325x551;551;711;347;38.6;69.1;20;573;533;704.0884;2.698;4.881;559070;15720;18650;28.1;278.8;48410;2790;4381;8.2;20;8577;49560000
UB610x325x498;498;699;343;35.1;63;20;573;533;636.7366;2.665;5.332;496220;14190;16720;27.9;251.8;42590;2483;3889;8.1;18.4;6477;42840000
UB610x325x455;455;689;340;32;57.9;20;573;533;580.5776;2.64;5.793;446080;12940;15140;27.7;228.5;38090;2241;3500;8;17.1;5004;37760000
UB610x325x415;415;679;338;29.5;53.1;20;573;533;531.3656;2.617;6.274;401320;11820;13750;27.4;209.3;34300;2030;3164;8;15.9;3876;33460000
UB610x325x372;372;669;335;26.4;48;20;573;533;476.3056;2.591;6.93;354790;10600;12240;27.2;186.5;30170;1801;2799;7.9;14.5;2850;28990000
UB610x325x341;341;661;333;24.4;43.9;20;573;533;435.6684;2.571;7.518;319840;9677;11120;27;171.5;27090;1627;2525;7.8;13.5;2195;25720000
UB610x325x307;307;653;330;22.1;39.9;20;573;533;393.4508;2.547;8.246;285230;8736;9984;26.9;154.8;23950;1452;2247;7.8;12.5;1645;22450000
UB610x325x285;285;647;329;20.6;37.1;20;573;533;365.5484;2.534;8.831;262280;8107;9230;26.7;143.9;22060;1341;2073;7.7;11.8;1328;20470000
UB610x325x262;262;641;327;19;34;20;573;533;334.6636;2.518;9.585;237550;7411;8405;26.6;132.3;19850;1214;1874;7.7;11;1027;18250000
UB610x325x241;241;635;329;17.9;31;20;573;533;309.9806;2.516;10.34;216990;6834;7726;26.4;123.9;18430;1120;1728;7.7;10.3;802.2;16780000
UB610x325x217;217;628;328;16.5;27.7;20;573;533;279.6246;2.501;11.39;192360;6126;6903;26.2;113.5;16310;995;1533;7.6;9.5;586.1;14670000
UB610x325x195;195;622;327;15.4;24.4;20;573;533;251.2824;2.487;12.61;169450;5448;6129;25.9;105.2;14240;871;1342;7.5;8.7;418.3;12690000
UB610x325x174;174;616;325;14;21.6;20;573;533;224.0256;2.47;14.05;148720;4828;5417;25.7;95.28;12370;761.6;1172;7.4;8;297.5;10910000
UB610x325x155;155;611;324;12.7;19;20;573;533;199.3246;2.458;15.71;130550;4273;4783;25.5;86.21;10780;665.7;1024;7.3;7.4;209.5;9436000
UB610x305x238;238;635.8;311.4;18.4;31.4;20;573;533;303.3;2.446;10.24;210330;6616;7516;26.2;127.2;15830;1017;1575;7.2;10.4;802.9;14430000
UB610x305x179;179;620.2;307.1;14.1;23.6;20;573;533;228.1;2.406;13.37;153880;4962;5578;25.9;96.99;11410;743.1;1145;7;8.4;350.5;10130000
UB610x305x149;149;612.4;304.8;11.8;19.7;20;573;533;190;2.386;15.9;126730;4139;4624;25.7;81.25;9309;610.8;938.6;6.9;7.4;207.6;8165000
UB610x229x153;153;623;229;14;24.9;20;573;533;197.7;2.1;13.53;126750;4069;4657;25.3;97.12;5001;436.8;684.9;5;8.7;315.8;4456000
UB610x229x140;140;617.2;230.2;13.1;22.1;20;573;533;178.2;2.095;14.81;113390;3674;4199;25;90.23;4508;391.7;613.9;5;8;233.4;3978000
UB610x229x125;125;612.2;229;11.9;19.6;20;573;533;159.3;2.082;16.43;100220;3274;3733;24.9;81.79;3935;343.6;537.7;4.9;7.4;168.2;3444000
UB610x229x113;113;607.6;228.2;11.1;17.3;20;573;533;143.9;2.071;18.07;88930;2927;3338;24.6;75.87;3436;301.2;471.5;4.8;6.9;123;2984000
UB610x229x101;101;602.6;227.6;10.5;14.8;20;573;533;128.9;2.06;20.04;77390;2568;2938;24.3;71.07;2917;256.3;402.4;4.7;6.3;86.67;2512000
UB610x178x92;92;603;179;10.9;15;13;573;547;117.6;1.878;20.34;64680;2145;2514;23.4;69.44;1441;161;258.5;3.5;5.6;71.3;1239000
UB610x178x82;82;599;178;10;12.8;13;573;547;104.4;1.868;22.8;56030;1870;2198;23.1;63.39;1208;135.8;218.2;3.4;5;49.07;1033000
UB533x312x409;409;613;327;31;55.6;25;501.9;475.9;524.547;2.429;5.899;319240;10410;12210;24.6;205.9;32550;1990;3104;7.8;17.1;4343;25160000
UB533x312x369;369;603;324;27.9;50.5;25;501.9;475.9;472.663;2.403;6.476;283070;9388;10920;24.4;184.7;28730;1774;2758;7.7;15.8;3246;21840000
UB533x312x332;332;593;322;25.4;45.5;25;501.9;475.9;425.893;2.38;7.119;250100;8435;9753;24.2;167.1;25400;1577;2449;7.7;14.5;2399;18970000
UB533x312x300;300;585;319;23.1;41.4;25;501.9;475.9;385.5052;2.357;7.789;223120;7628;8767;24;151.6;22460;1408;2182;7.6;13.5;1810;16540000
UB533x312x272;272;577;317;21.1;37.6;25;501.9;475.9;349.6288;2.337;8.515;199120;6902;7889;23.8;137.9;20010;1262;1953;7.5;12.5;1367;14520000
UB533x312x248;248;571;315;19;34.5;25;501.9;475.9;318.095;2.321;9.295;179870;6300;7159;23.7;124.5;18010;1143;1765;7.5;11.7;1052;12930000
UB533x312x219;219;560;318;18.3;29.2;25;501.9;475.9;282.8698;2.312;10.41;153410;5479;6211;23.2;117.1;15680;986.6;1526;7.4;10.5;701.9;11020000
UB533x312x196;196;554;316;16.5;26.3;25;501.9;475.9;254.312;2.296;11.5;136360;4922;5554;23.1;105.5;13860;877.3;1354;7.3;9.8;518.4;9628000
UB533x312x182;182;551;315;15.2;24.4;25;501.9;475.9;235.4194;2.289;12.39;125920;4570;5137;23.1;97.6;12730;808.6;1246;7.3;9.3;416.4;8811000
UB533x312x165;165;546;313;14;22.2;25;501.9;475.9;214.561;2.273;13.5;113330;4151;4651;22.9;89.79;11360;726.3;1118;7.2;8.7;319.8;7782000
UB533x312x150;150;543;312;12.7;20.3;25;501.9;475.9;195.8418;2.266;14.74;103220;3801;4243;22.9;81.89;10290;659.8;1014;7.2;8.2;247.4;7018000
UB533x210x122;122;544.5;211.9;12.7;21.3;13;501.9;475.9;155.4;1.889;15.48;76080;2794;3197;22.1;73.43;3387;319.7;499.7;4.6;7;178.8;2311000
UB533x210x109;109;539.5;210.8;11.6;18.8;13;501.9;475.9;138.9;1.877;17.21;66860;2478;2830;21.9;66.73;2942;279.2;435.8;4.6;6.4;126.7;1989000
UB533x210x101;101;536.7;210;10.8;17.4;13;501.9;475.9;128.7;1.869;18.49;61550;2293;2613;21.8;62.05;2692;256.3;399.5;4.5;6;101.3;1810000
UB533x210x92;92.1;533.1;209.3;10.1;15.6;13;501.9;475.9;117.4;1.861;20.19;55260;2073;2361;21.6;57.77;2389;228.3;355.6;4.5;5.6;75.95;1596000
UB533x210x82;82.2;528.3;208.8;9.6;13.2;13;501.9;475.9;104.7;1.85;22.5;47570;1801;2060;21.3;54.33;2007;192.2;300.4;4.3;5.1;51.75;1328000
UB533x165x85;85;535;166;10.3;16.5;13;502;476;107.9;1.691;19.96;48580;1816;2105;21.2;59.14;1263;152.2;241.8;3.4;5.8;73.98;845400
UB533x165x74;74;529;166;9.7;13.6;13;502;476;95.3;1.68;22.46;41090;1553;1810;20.7;54.98;1041;125.4;200.3;3.3;5.2;48.2;688500
UB533x165x66;66;525;165;8.9;11.4;13;502;476;83.8;1.67;25.4;35100;1337;1563;20.4;50.12;857.3;103.9;166.1;3.1;4.6;32.15;562800
UB457x279x464;464;567;305;38.6;69.6;20;428;388;593.1244;2.242;4.815;291000;10260;12390;22.1;223.2;33130;2172;3404;7.4;20.1;7505;20350000
UB457x279x421;421;555;302;35.6;63.5;20;428;388;539.3416;2.212;5.225;257680;9286;11120;21.8;203.8;29320;1942;3038;7.3;18.6;5731;17600000
UB457x279x384;384;545;299;32.5;58.4;20;428;388;491.8306;2.187;5.665;230490;8458;10050;21.6;184.9;26150;1749;2730;7.2;17.2;4438;15400000
UB457x279x349;349;535;296;29.5;53.6;20;428;388;446.9466;2.161;6.159;205350;7676;9059;21.4;166.8;23270;1572;2447;7.2;16;3410;13420000
UB457x279x315;315;525;293;26.9;48.5;20;428;388;402.7756;2.134;6.749;180960;6893;8075;21.1;151;20410;1393;2165;7.1;14.7;2536;11540000
UB457x279x286;286;517;291;24.4;44.4;20;428;388;366.3224;2.115;7.355;162180;6274;7296;21;136.5;18290;1257;1949;7;13.6;1942;10180000
UB457x279x260;260;509;289;22.6;40.4;20;428;388;333.7188;2.094;7.993;144800;5689;6579;20.8;125.4;16300;1128;1747;6.9;12.6;1478;8922000
UB457x279x235;235;501;287;20.6;36.6;20;428;388;301.6444;2.074;8.759;128450;5127;5892;20.6;113.7;14450;1007;1557;6.9;11.7;1106;7774000
UB457x279x213;213;495;285;18.5;33.5;20;428;388;273.5636;2.059;9.588;115440;4664;5325;20.5;102.2;12950;909;1401;6.8;10.8;843;6881000
UB457x279x193;193;489;283;17;30.5;20;428;388;248.8236;2.042;10.45;103470;4232;4808;20.3;93.57;11540;815.9;1256;6.8;10.1;641.1;6055000
UB457x279x177;177;482;286;16.6;26.9;20;428;388;228.3828;2.04;11.38;92130;3823;4334;20;89.74;10510;735;1134;6.7;9.3;472.6;5430000
UB457x279x158;158;476;284;15;23.9;20;428;388;203.4156;2.024;12.68;80750;3393;3828;19.9;80.8;9141;643.7;992;6.7;8.6;337.2;4662000
UB457x279x144;144;472;283;13.6;22.1;20;428;388;186.7004;2.014;13.74;73720;3124;3507;19.8;73.46;8362;590.9;908.6;6.6;8.1;265.6;4224000
UB457x279x128;128;467;282;12.2;19.6;20;428;388;166.1692;2.003;15.36;64810;2776;3102;19.7;65.85;7336;520.3;798.8;6.6;7.4;189.1;3665000
UB457x279x113;113;463;280;10.8;17.3;20;428;388;146.5808;1.99;17.29;56720;2450;2726;19.6;58.48;6337;452.7;694;6.5;6.8;132.3;3143000
UB457x191x161;161.4;492;199.4;18;32;10;428;408;205.5144073;1.728;10.71;79760;3242;3777;19.7;90.05;4250;426.3;671.7;4.5;9.3;514.3;2236000
UB457x191x133;133.3;480.6;196.7;15.3;26.3;10;428;408;169.8066073;1.7;12.75;63820;2656;3069;19.3;75.62;3349;340.5;534.6;4.4;7.9;291.9;1721000
UB457x191x106;105.8;469;194;12.6;20.6;10;428;408;134.7;1.672;15.81;48800;2081;2386;19;61.47;2514;259.2;405.3;4.3;6.5;145.5;1260000
UB457x191x98;98.3;467.2;192.8;11.4;19.6;10;428;408;125.3;1.666;16.95;45710;1956;2231;19.1;55.8;2346;243.4;378.8;4.3;6.2;121;1172000
UB457x191x89;89.3;463.4;191.9;10.5;17.7;10;428;408;113.8;1.656;18.55;40990;1769;2012;18.9;51.19;2089;217.7;338.3;4.2;5.7;90.52;1035000
